Open_time,Open_price,High_price,Low_price,Close_price,Volume,Close_time,Quote_asset_volume,Number_of_trades,Taker_buy_base_volume,Taker_buy_quote_volume,Ignore
2026-01-05T21:19:00.000Z,2.3324,2.3336,2.3312,2.3313,141720.5,2026-01-05T21:19:59.999Z,330569.43505,884,false,95421.2,222576.61396
2026-01-05T21:19:00.000Z,94026.00,94026.00,94013.10,94013.10,8.356,2026-01-05T21:19:59.999Z,785640.82400,288,false,5.191,488061.48710